index,companyCd,companyNm,companyNmEn,companyPartNames,ceoNm,filmoNames
3,20142348,(주)알엔알,,"배급사,수입사,상영업",석민철,
4,20229524,모든 컴퍼니 ,,제작사,,아르코라이브 무용 물속 골리앗
5,20060005,썸머트리 주식회사,Summer Tree Inc.,제작사,고길수,"시, 나리오,차형사,살인의 강"
6,20229523,(주)토리엔터테인먼트,,제작사,이경민,"솔라 플라워,통영에서의 하루"
7,20229541,(주)삼이공,,제작사,한경탁,"솔라 플라워,통영에서의 하루"
8,20229522,폭풍의 눈 ,,제작사,,"남자껀 필요없어,혼자 사는 여자들,수상한 캠핑장 : MZ 아가씨들,캠핑장 변태 여주인,입사동기,발칙한 부부성생활 무삭제판,사축 : 속옷 빠는 여자 무삭제판,요분질하다 들켜버린 아내친구 무삭제판,입사동기 무삭제판,직장상사:팀장님 부부 무삭제판"
9,20228949,퍼블릭시스템미디어,,제작사,성낙원,
0,20203424,(주)영화사 설렘,,제작사,안수연,고속도로 가족
1,20141848,(주)이놀미디어,,"제작사,배급사,수입사,해외세일즈사",안기남,"네가 떨어뜨린 푸른 하늘,별 볼일 없는 인생,팬픽에서 연애까지,킹덤2: 아득한 대지로,창극 춘향,포프란: 사라진 X를 찾아서,어제 뭐 먹었어? -극장판,피는 물보다 진하다,보일링 포인트,두개의 눈,코만도,리프레쉬,창극 변강쇠 점 찍고 옹녀,시카리오: 나이트 오브 이스케이프,천년의 노래, 리버스,귀토-토끼의 팔란,태양은 움직이지 않는다,색다른 그녀,전야,1944: 비하인드 워,더 네스트,라이즈 오브 더 풋솔져: 오리진스,서유기: 손오공 홍해아 대전,신 강시선생,실버맨,9명의 번역가,아이 스틸 빌리브,스카이파이어,산타킬러스,침묵의 숲,배틀 크랙,블라이스 스피릿,마리오네트,구직자들,프리즌 이스케이프,경호원 ,연애 완전 정복,적인걸 2021: 분천이화,특수요원,어시스턴트,캐논볼,푸드 몬스터,모추어리 컬렉션,호프,7월7일,아디오스,은지: 돌이킬 수 없는 그녀 ,더하우스,노 서치 띵 에즈 몬스터,데드맨 1부: 복수의 서막,데드맨 2부: 악마의 희생자,이스케이프 하우스,홍금보의 라이프타임 트레저,키퍼스,스윈들러,컨벤트,오시로가의 비밀,위시업,다크시티: 뱀파이어의 습격,스워드 오브 갓,아마란스: 가장 완벽한 낙원,어셉터블 로스,웰컴 투 헬 하우스,익스플로이티드,콩고: 살인자의 이야기,파이트 포 저스티스,사랑이 눈뜰 때,빅 2: 황금열쇠 대소동,사촌누나와 동거-무삭제,사촌누나와 동거,로스트 인 마운틴,아이리멤버유,캐시디 레드,페인리스,빅 스코어,스파이타임 코드명: 아나클레토,티에나: 10,000년 후,애더럴 다이어리,제독 : 미힐 드 로이테르,죽음의 트럭,언내추럴,나이트 비포,에코스 오브 워,더 코드 오브 카인,딥 다크,애프터데스,인피니: 에이펙스의 비밀,좋은 놈, 나쁜 놈, 죽은 놈,좀비의 습격-잃어버린 도시,론섬 도브 처치,도미니언: 드라코니안의 음모,라이크 선데이, 라이크 레인,새크리파이스,포커 나이트,필드 오브 로스트 슈즈,트리하우스,스크리블러,헬리온,라인 오브 듀티,더스트 오브 워,리스트,파라노말 다이어리 : 클롭힐,이메지네룸,오사마 좀비,피그,그 시절, 우리가 좋아했던 소녀"
2,20229428,(주)플레이온 메타버스,,제작사,박중선,
3,20192742,더핑크퐁컴퍼니(주),,"제작사,배급사",김민석,"핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,핑크퐁 시네마 콘서트 : 우주대탐험,핑크퐁 인기동요 모음집 "
4,20229427,주식회사 홍컴퍼니,,제작사,,뮤지컬 <미아 파밀리아>
5,20229426,창작집단 꼴 ,,제작사,,인어; 바다를 부른 여인
6,20101160,(주)판다미디어,Panda Media,"제작사,배급사,수입사",양지원,"장기왕 : 가락시장 레볼루션,더 디너,오마르,나의 첫번째 장례식,피부색깔=꿀색,이방인들,킬링 타임,댄스타운,애니멀 타운,오디션,모차르트 타운,경의선,밤밤밤"
7,20229503,㈜PLACE TO BE,,제작사,,수프와 이데올로기
8,20229506,구구필름,,제작사,,죽어도 자이언츠
9,20229425,국제신문,,제작사,,죽어도 자이언츠
0,20229505,한국예술종합학교,,제작사,,"옆집사람,세이레,로미오와 줄리엣,얼음,크리스마스가 따뜻한 이유는 말이죠,"
1,20229424,포핸즈스토리,,제작사,,초선
2,20229423,디아스포라 필름,,제작사,,초선
3,20229504,㈜나비온에어,,제작사,,수프와 이데올로기
4,20229502,사랑하자,,제작사,,낮에는 덥고 밤에는 춥고
5,20229501,㈜새한프로덕션,,제작사,,극장판 검정고무신 : 즐거운 나의 집
6,20229422,㈜형설앤,,제작사,,극장판 검정고무신 : 즐거운 나의 집
7,20216561,(주)스튜디오디에이치엘,Studio dhL inc.,"제작사,배급사,수입사",이성우,"치킨래빗: 잃어버린 보물을 찾아서,더 웨일,문맨,폴: 600미터,뒤틀린 집,컨트리 카바레,트윈,야쿠자 프린세스,컴온 컴온,패러렐 마더스,송해 1927,끝까지 간다,소림천하: 제국의 부활,쿵푸 조라: 남편 때려잡기,거래완료,뜨거운 피,더 마더,습도 다소 높음,그녀가 사라졌다,더 시크릿,뜨거운 피: 디 오리지널,신들의 분노,히즈 아웃 데어,스코치드 어스: 분노의 추격자,러빙 빈센트,그래비티,500일의 썸머,클로저"
8,2016841,(주)하이브미디어코프,Hive Media Corp.,"제작사,배급사,소속사,부가시장",김원국,"보스(가제),더 디너(가제),말할 수 없는 비밀,서울의 봄,하얼빈,스위치,해피 뉴 이어,핸섬 가이즈,다만 악에서 구하소서 파이널컷,다만 악에서 구하소서,남산의 부장들,천문: 하늘에 묻는다,공포체험단 곤지암편,행복의 나라로,상류사회,마약왕,바람 바람 바람,곤지암,덕혜옹주,내부자들: 디 오리지널,내부자들"
9,20229481,(주)블루플랜잇,,제작사,임지영,크리스마스 캐럴
0,20229463,주식회사 원더스튜디오,Wonder Studio,"제작사,배급사,수입사",단호섭,"울지마 엄마,패닉 런"
1,20216961,방과후 필름,,제작사,손경원,
2,20229462,(주)히트메이커스,hitmakers,제작사,김연경,
3,20100540,리얼라이즈픽쳐스(주),"Realies Pictures, Inc.",제작사,원동연,"자백,신과함께-인과 연,신과함께-죄와 벌,대립군,증거불충분,광해, 왕이 된 남자,인플루언스,마린보이,미녀는 괴로워"
4,20063009,(주)티캐스트,TCast,"제작사,배급사,수입사,상영업",권용석,"안녕, 소중한 사람,마에스트로,사랑하는 당신에게,세상의 모든 디저트: 러브 사라,우리가 사랑이라고 믿는 것,크레센도,파비안느에 관한 진실,누구나 아는 비밀,미스터 스마일,어느 가족,여명,나를 만나는 길,부르고뉴, 와인에서 찾은 인생,세 번째 살인,미스 스티븐스,해피 버스데이,파리로 가는 길,아메리칸 허니: 방황하는 별의 노래,나는 부정한다,에곤 쉴레: 욕망이 그린 그림,태풍이 지나가고,바닷마을 다이어리,나의 어머니,다윈으로 가는 마지막 택시,라이드 : 나에게로의 여행,파리 폴리,클라우즈 오브 실스마리아,소년, 소녀 그리고 바다,어떤 만남,차가운 장미,그렇게 아버지가 된다,쇼를 사랑한 남자,마지막 4중주,앤젤스 셰어: 천사를 위한 위스키,아무르,우리도 사랑일까,케빈에 대하여,미래는 고양이처럼,자전거 탄 소년,쓰리,그을린 사랑,코파카바나,환상의 그대"
5,20189542,(주)좋은친구들,,"배급사,상영업",김순섭,"므이 : 저주, 돌아오다"
6,20229441,라일락픽처스,,제작사,김서윤,
7,20204763,네모미디어,,제작사,김인식,
8,20229421,(주)다연,,상영업,박연희,
9,20137195,(주)필름모멘텀,FILM MOMENTUM,제작사,변봉현 ,"오랜만이다,걸캅스,나의 사랑 나의 신부,소원"
0,20169489,순리필름,,제작사,정민우,"섬.망(望),기억할 만한 지나침,이름없는 자들의 이름,그저 그런 여배우와 단신 대머리남의 연애"
1,20229401,이야기농업연구소,Story Agricultural Research Institute,제작사,안병권,
2,20063188,씨제이 씨지브이(CJ CGV)(주),CJ CGV,"제작사,배급사,수입사,상영업",허민회,"밥만 잘 사주는 이상한 이사님 극장판,엘 카미노,웅남이,쏜애플 불구경 2022 라이브 콘서트 필름,방탄소년단: 옛 투 컴 인 시네마,상견니,위너 2022 콘서트 더 서클 더 무비,마리앙투아네트,뮤지컬 번지점프를 하다,이스터 선데이,제이오원 더 무비 <미완성> - 고 투 더 탑-,화이트 노이즈,탄생,기예르모 델토로의 피노키오,동감,바르도, 약간의 진실을 섞은 거짓된 연대기,고속도로 가족,도그,그 남자, 좋은 간호사,십센치 : 권정열 인 시네마,에이비식스 : 테이크 어 챈스,자드 - 왓 어 뷰티풀 모먼트 투어,늑대사냥,인생은 뷰티풀: 비타돌체,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,그레이 맨,비욘드 라이브 더 무비 : 샤이니 월드,더 렛지,공기살인,장민호 드라마 최종회,뮤지컬 레드북,스텔라,블루버스데이,비욘드라이브 더 무비 : 엔시티 레조넌스,돈 룩 업,마마무 2021 웨어 아 위 콘서트 더 무비,신의 손,언포기버블,파워 오브 도그,틱, 틱... 붐!,더 하더 데이 폴,스틸워터,잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,귀문,내일의 기억,킬러파티 (양수리 살인사건),사운드배스: 몸과 마음이 하나되는 시간,마루이 비디오,뮤지컬 배니싱,미드나이트,여고괴담 여섯번째 이야기 : 모교,아야와 마녀,오! 문희,프린세스 아야,집 이야기,캡티브 스테이트,판소리 복서,안녕 베일리,유열의 음악앨범,배심원들,메기,세상을 바꾼 변호인,우상,봄은 온다,어쩌다, 결혼,러브 유어셀프 인 서울,그린 북,트와이스랜드,영주,벽 속에 숨은 마법시계,엔테베 작전,버닝,당신의 부탁,더 데빌,죄 많은 소녀,살아남은 아이,튼튼이의 모험,원더스트럭,소공녀,더 포스트,젝스키스 에이틴,원더,메리와 마녀의 꽃,벤딩 디 아크: 세상을 바꾸는 힘,올드마린보이,뷰티풀 투모로우,나의 엔젤,시인의 사랑,예감은 틀리지 않는다,송 투 송,하루,노무현입니다,어느날,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],아기와 나,꿈의 제인,파운더,골드,파도가 지나간 자리,문라이트,재심,걷기왕,죽여주는 여자,카페 소사이어티,최악의 하루,빅뱅 메이드,우리집 멍멍이 진진과 아키다,눈길,양치기들,트윈스터즈,캐롤,극적인 하룻밤,괴물의 아이,그놈이다,비밀,솔로탈출귀,4등,선지자의 밤,창백한 얼굴들,화산고래,성실한 나라의 앨리스,무뢰한,차이나타운,소셜포비아,님아, 그 강을 건너지 마오,누구에게나 찬란한,도희야,돼지 같은 여자,마녀,님포매니악 볼륨2,님포매니악 볼륨1,이쁜 것들이 되어라,한공주,보호자,들개,우아한 거짓말,잉여들의 히치하이킹,안드레아 보첼리: 러브 인 포르토피노,초콜렛 도넛,프라미스드 랜드 ,잉투기,일대종사,누구나 제 명에 죽고 싶다,설인,말리,내 슬픈 창녀들의 추억,별이 빛나는 밤,투명인간 그리프,윈터스 본,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,나는 곤경에 처했다!,너와 나의 21세기,로망은 없다,여자 없는 세상,불타는 내 마음,카운테스,임피 원더랜드 가다,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,살아있는 야생탐험,화성아이, 지구아빠...총 173편"
3,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,"제작사,배급사,수입사,제공,해외세일즈사,상영업",최병환,"던전 앤 드래곤: 도적들의 명예,신인류 전쟁: 부활남 (가제),바빌론,캐리와 슈퍼콜라,죽어도 자이언츠,스마일,극장판 헬로카봇: 수상한 마술단의 비밀,블레이드 퍼피 워리어,콘서트를 지켜라,로스트 시티,킬링 로맨스,스위치,한산 리덕스,한산: 용의 출현,탑건: 매버릭,수퍼 소닉2,스크림,클리포드 더 빅 레드 독,팬텀: 더 뮤지컬 라이브,스네이크 아이즈: 지.아이.조,퍼피 구조대 더 무비,모가디슈,카오스 워킹,아이,거룩한 밤: 데몬 헌터스,노량: 죽음의 바다,스트리밍,정가네 목장(가제),콘크리트 유토피아,자백,인생은 아름다워,해적: 도깨비 깃발,기적,콰이어트 플레이스 2,삼진그룹 영어토익반,1947 보스톤,싱글 인 서울,피원에이치 : 새로운 세계의 시작 ,강철비2 : 정상회담 확장판,강철비2: 정상회담,#살아있다,프랑스여자,수퍼 소닉,히트맨,천문: 하늘에 묻는다,크롤,82년생 김지영,제미니 맨,타짜: 원 아이드 잭,극장판 헬로카봇 : 달나라를 구해줘!,우리집,원더랜드,캐리tv 러브콘서트 더 무비,맨 인 블랙: 인터내셔널,로켓맨,어린 의뢰인,물의 기억,정상회담: 스틸 레인2,차인표,행복의 나라로,아빠는 딸,사자,뷰티플 마인드,발리: 천상의 울림,공포의 묘지,항거:유관순 이야기,증인,말모이,범블비,완벽한 타인,배반의 장미,상류사회,미션 임파서블: 폴아웃,여중생A,레슬러,콰이어트 플레이스,샘,물괴,신과함께-인과 연,지금 만나러 갑니다,흥부: 글로 세상을 바꾼 자,다운사이징,신과함께-죄와 벌,7호실,마더!,넛잡 2,아이 캔 스피크,청년경찰,용순,해빙,얼라이드,마이 리틀 포니 - 더 무비,몬스터 콜,트랜스포머: 최후의 기사,보안관,공각기동대 : 고스트 인 더 쉘,마이펫 오지,트리플 엑스 리턴즈,당신, 거기 있어줄래요,북 오브 러브,잭 리처: 네버 고 백,바스티유 데이,코드네임 : 콜드워,벤허,스타트렉 비욘드,덕혜옹주,나우 유 씨 미 2,사냥,닌자터틀 : 어둠의 히어로,클로버필드 10번지,13시간,라스트 페이스,해어화,아노말리사,로봇, 소리,빅쇼트,조선마술사,시카리오: 암살자의 도시,헝거게임: 더 파이널,특종: 량첸살인기,서부전선,기적의 피아노,협녀, 칼의 기억,미션 임파서블: 로그네이션,터미네이터 제니시스,간신,위험한 상견례 2,더 건맨,인서전트,드래곤 블레이드,마왕,경성학교: 사라진 소녀들,빌리와 용감한 녀석들 3,백 투 더 비기닝,워터 디바이너,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,패딩턴,기술자들,쥬로링 동물탐정 극장판,덕수리 5형제,헝거게임: 모킹제이,나의 독재자,노벰버 맨,맨홀,타짜-신의 손,익스펜더블 3,해적: 바다로 간 산적,더 시그널,트랜센던스,역린,다이버전트,쓰리데이즈 투 킬,폼페이: 최후의 날,무인지대,터키,가구야공주 이야기,하이힐,무명인,10분,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,몬스터,관능의 법칙,피끓는 청춘,플랜맨,엔더스 게임,캐치미,헝거게임: 캣칭 파이어,친구 2,톱스타,밤의 여왕,러시 : 더 라이벌,소원,섀도우 헌터스: 뼈의 도시,바람이 분다,나우 유 씨 미 : 마술사기단,더 테러 라이브,극장판 도라에몽: 진구의 비밀도구 박물관...총 399편"
4,20169408,(주)영화사테이크,,제작사,송대찬,"더 박스,보호자(가제),돌멩이"
5,20192081,주식회사 제이씨엔터웍스,,"제작사,배급사,수입사",박진철,"뮤턴트 이스케이프,카메라를 멈추면 안 돼! 프랑스에서도,오! 마이 고스트,매직 플룻,브릭스턴 테일,내가 날 부를 때,그녀가 사라졌다,필로포비아,대리 남편 ,맨 프롬 카트만두,너의 여자친구,세이빙 조이,세인트 주디 "
6,20229272,(주)메타플로스튜디오,,"제작사,배급사",이승구,"라스트 버스,라스트 필름 쇼,블랙 사이트"
7,20229381,선데이시네마,,제작사,이성일,선데이리그
8,20229271,(주)빅픽처,,,,당신의 이웃은 친절하지 않다
9,20202921,(주)영화적순간,,제작사,김유경,"댓글부대(가제),한국이 싫어서"
0,20229361,영화사 퐑,,,,주연
1,20229269,(주)초이락컨텐츠컴퍼니,,제작사,최종일,극장판 헬로카봇: 수상한 마술단의 비밀
2,20158370,(주)디스테이션,,"제작사,배급사",오원석,"귀멸의 칼날: 상현집결, 그리고 도공 마을로,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,디텍티브 나이트: 가면의 밤,3000년의 기다림,크리스마스 캐럴,옆집사람,기동전사 건담 쿠쿠루스 도안의 섬,오! 마이 고스트,세기말의 사랑,아인보: 아마존의 전설,미혹,큐브,실종,안녕하세요,캐슬 폴스: 머니 게임,굿 보스,걸즈 앤 판처 최종장 제3화,빌리 홀리데이,나만 보이니,강변의 무코리타,약속의 네버랜드,리틀 뱀파이어,어 굿 맨,실: 인연의 시작,매직 스쿨: 초보마법사 아우라의 대모험,팜 스프링스,실크 로드,슈퍼노바,마크맨,모리타니안,내일도 우린 사랑하고 있을까,뱅가드,800,파티마의 기적 ,인퍼머스,팔로우 미,배드 헤어,나소흑전기: 첫만남편,시간의 끝에서 널 기다려,파힘,빛의 아버지: 파이널 판타지 XIV,마리 퀴리,꿀벌과 천둥,안녕까지 30분,어디갔어, 버나뎃,시라이,프랑스여자,조금씩, 천천히 안녕,세인트 아가타 ,걸즈 앤 판처 최종장,리암 갤러거,아직 사랑하고 있습니까?,프렌드 존,걸즈 앤 판처 최종장 제2화,고양이와 할아버지,다니엘 이즌 리얼,열여섯의 봄,인면어: 저주의 시작,우리는 언제나 성에 살았다,돈키호테를 죽인 사나이,우리들의 완벽한 세계,사랑은 비가 갠 뒤처럼,번개맨의 비밀,캡틴 스터비,리즈와 파랑새,언덕길의 아폴론,오늘 밤, 로맨스 극장에서,기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,기동전사 건담 내러티브,예티: 신비한 동물 탐험대,걸즈 앤 판처 최종장 제1화,산타 앤 컴퍼니,업사이드,다이빙: 그녀에 빠지다,프리다의 그해 여름,호박과 마요네즈,라 멜로디,기동전사 건담 디 오리진Ⅴ: 격돌 루움 전투,세라비, 이것이 인생!,극장판 프리! - 테이크 유어 마크 -,극장판 프리! – 타임리스 메들리 - 약속,극장판 프리! – 타임리스 메들리 - 인연,번개맨과 신비의 섬,콜 미 바이 유어 네임,언프리티 소셜 스타,더 히어로,그들이 진심으로 엮을 때,너와 100번째 사랑,데스노트: 더 뉴 월드,미성년이지만 어린애는 아냐,레일로드 워,시크릿 레터,나는 내일, 어제의 너와 만난다,빌로우 허,파리 투 마르세유: 2주간의 여행,다크 하우스,좋아하게 되는 그 순간을 ~고백실행위원회~,심야식당 2,목소리의 형태,행복 목욕탕,위스키 탱고 폭스트롯,플라워 쇼,예전부터 계속 좋아했어 ~고백실행위원회~,그랜드파더,에브리바디 원츠 썸!!,기동전사 건담 디 오리진 III - 새벽의 봉기,기동전사 건담 디 오리진 IV - 운명의 전야,출동! 도토리 구조대,미스 유 올레디,아이히만 쇼,페이 더 고스트,뷰티풀 레이디스,마터스,미친개들,꼬마기사 트랭크,고양이는 불러도 오지 않는다,오베라는 남자,바르샤 드림스,바쿠만,너는 착한 아이,리턴 투 센더,백트랙,기동전사 건담 디 오리진 I - 푸른 눈의 캬스발,기동전사 건담 디 오리진 II - 슬픔의 아르테이시아,히로인 실격,미드나잇 인 파리,소스 코드,인셉션,동사서독 리덕스,갓파 쿠와 여름방학을,말할 수 없는 비밀,나루토-대흥분! 초승달 섬의 애니멀 소동,판의 미로 - 오필리아와 세 개의 열쇠,아무도 모른다,지금, 만나러 갑니다...총 159편"
3,20229341,스튜디오더블유바바(주),,제작사,이홍주,극장판 헬로카봇: 수상한 마술단의 비밀
4,20229268,주식회사 디엠씨미디어,,배급사,김순섭,
5,20228982,(주)콘텐츠지,Contents G.,제작사,임길호,"늑대사냥,부기나이트,악마들,필사의 추적"
6,20229321,무엇이든 표현하는 남자,MOOPYO,제작사,박한울,"지금, 전설이 되다"
7,20229181,(주)로이비쥬얼,"ROI VISUAL Co., Ltd.","제작사,배급사",이동우,로보카폴리 안전교실 교통편
8,20229084,리포미스트,,"제작사,배급사",김시온,
9,20063098,(주)잉크스팟,,제작사,김호성,플레이
0,20229266,환상의빛(주),,제작사,전려경,나를 죽여줘
1,20229265,(주)영화사이다,,제작사,김진수,나를 죽여줘
2,20229301,을지기획 주식회사,,제작사,이민우,야행
3,20204542,원트리(주),,"제작사,배급사",김명현,
4,20063252,앤드크레딧,,홍보사,박혜경,
5,20229264,애프터 미투 프로젝트 팀,,,,애프터 미투
6,20169630,(주)쿠키픽쳐스,,제작사,김민국,대무가
7,20229281,디비스토리,,제작사,정재율,
8,20229263,광옥,,제작사,김예린,
9,20217743,(주)고고스튜디오,,제작사,이정은,"동감,고속도로 가족,제8일의 밤"
0,20229262,머지션스토어,,제작사,,부적: 남의 운을 빼앗는 자
1,20229261,스토리고니,Storygony,제작사,김진곤,
2,20125735,호호호비치,hohohobeach,홍보사,,
3,20229242,(주)스튜디오버튼 ,,제작사,,쥬라기캅스 극장판: 공룡시대 대모험
4,20229241,데이 나이트 컴퍼니,,제작사,강대희,테이크 오프: 파도위에 서다
5,20100123,(주)싸이더스,Sidus Corporation,"제작사,배급사,수입사,제공,해외세일즈사","이한대, 김형순","요정,육사오(6/45),한국이 싫어서,6번 칸,미혹,열대왕사,리벤지 오브 인사이트,저스티스 오브 버니 킹,썸머 필름을 타고!,좋은 사람,사냥의 시간,완벽한 타인: 블러디 문,그 여름, 가장 차가웠던,페뷸러스,야구소녀,타짜: 원 아이드 잭,레드슈즈,트윈 머더스: 살인 코드,마왕의 딸 이리샤,나는 예수님이 싫다,스위밍 위드 맨,잉글랜드 이즈 마인,보리 vs 매켄로,사라진 밤,아름다운 별,당신과 함께한 순간들,새터데이 처치,블랙의 50가지 그림자,라스트 킹: 왕가의 혈투,러브 레시피,러브 퍼즐,화심: 욕망의 꽃,행맨,랜드 오브 마인,오베라는 남자,바르샤 드림스,5월 1일,거짓말은 자란다,고닌 사가: 5인의 복수,기항지,나의 펜싱 선생님,내 머릿속의 포이즌베리,다크니스: 영혼의 그림자,더 나이트메어: 티나의 악몽,데드 라이징: 와치타워,도푸스: 줄리아의 귀환,드래곤: 용의 신부,레이디 인 더 카,렛츠락! 죽어서 하는 밴드,마담 마리의 우아한 복수,바르셀로나 크리스마스 나잇,비밀결사: 라이치 히카리 클럽,빌로우: 적과의 동거 ,살인거래,소림 셔틀콕,스위트 홈,에시오 트롯: 거북아 거북아,열혈강도: 위장 경찰 사기단,예고범,오렌지,욕망의 파나마,파풍: 스피드 매치,피트니스 스캔들,헤일로: 리치 행성의 함락,히어로2,신이 말하는 대로,타짜-신의 손,나 홀로, 후쿠시마,나쁜 녀석들,룸메이트 살인사건: 둘만의 방,쇼킹 오브 데스,아이온크래드2: 피의 전투,야스민: 전설의 고수를 찾아서,연쇄 살인자의 일기,피의자: 사라진 증거,헤일로: 나이트폴,흑집사: 악마와의 계약,메트로: 마지막 탈출,넛잡: 땅콩 도둑들,타잔 3D,인터섹션,투 마더스,도자기 인형,두근두근, 도쿄!,로즈빌: 미해결 살인 사건,바르셀로나 썸머 나잇,악마의 게임,쿄코와 슈이치의 경우,트루 블러드,평행이론: 도플갱어 살인,더 바디,명왕성,드림팀,테드: 황금도시 파이티티를 찾아서,기묘한 사랑,헤일로: 슈퍼 솔저,히트 앤 런,더 씽,하늘이 보내준 딸,마릴린 먼로와 함께한 일주일,커플즈,카운트다운,쥴리의 육지 대모험,로맨틱 크라운,꼬장꼬장 슈콜닉 교수의 남모를 비밀,저스트 원나잇,뷰티풀 라이즈,어느 날, 사랑이 걸어왔다,정무문 : 100대 1의 전설,라스트 나잇,혈투,이층의 악당,그랑프리,익스펜더블,유령작가,하녀,친정엄마,집 나온 남자들,대병소장,웨딩드레스,그린 존,바람,킬 미,부산,불꽃처럼 나비처럼,S러버,요가학원,10억,블러드,블레임 : 인류멸망 2011,바람_감독판,우리 만난 지 1년 되는 날,그 남자의 사랑법,러브 매니지먼트,제독의 연인,뉴욕은 언제나 사랑 중,비카인드 리와인드,1724 기방난동사건,눈먼자들의 도시,길,뱅크 잡,방콕 데인저러스,슈퍼히어로,100 피트,쿵푸 덩크,어거스트,7월 32일,트럭,라듸오 데이즈,아스라이,우리 생애 최고의 순간,용의주도 미스신,어깨 너머의 연인,죽어도 해피엔딩,이장과 군수,트랜스 시베리아,알파독,올드미스다이어리,Mr.로빈 꼬시기,사랑 따윈 필요 없어,열혈남아,타짜,무도리,뚝방전설,천하장사 마돈나,각설탕,비열한 거리,호로비츠를 위하여,국경의 남쪽,달콤, 살벌한 연인...총 205편"
6,20121836,(주)버킷스튜디오,BUCKET STUDIO,"제작사,배급사,수입사,상영업",강지연,"원 웨이,블라인드 워,스파이 후 네버 다이즈,오랜만이다,엔드게임: 나는 킬러다,체르노빌 1986,4인의 설계자: 불상의 비밀,뉴욕의 밤 : 그림 전쟁,데드캠프:리부트,라스트 필름 쇼,아큐페이션 2 레인폴,엑소시즘: 신과 퇴마사,워 빌로우,블랙 사이트,바바 야가: 숲의 악령,나이트 언데드,래시 컴 홈,파티마의 기적 ,무협강호,포스 오브 네이쳐,범털,아카이브,윌 빈튼의 클레이드림,킬링 케네스,포스트카드 킬링,우리, 둘,라스트 프론티어,아이 엠 우먼,가을의 마티네,코마,부니베어: 원시시대 대모험,레이니 데이 인 뉴욕,킹덤,야곱의 사다리,극장판 반지의 비밀일기,더 보트,데스 체이싱,부니베어: 애들이 줄었어요,맛있는 녀석들,캣츠토피아,고골: 악령과의 전쟁,디어 마이 프렌드,무간도 외전,오시로가의 비밀,스페이스 인커밍,악령의 캠핑카,저주의 산뗏,에일리언 킬러,악몽의 미드나잇,라스트 맨: 지구를 마지막으로 본 남자,휴매니티 뷰로우: 인류관리국,터닝메카드W: 반다인의 비밀 특별판,배틀필드 전쟁의 사상자들,비욘드 엣지: 카지노를 털어라,악령의 수녀원,익스플로이티드,콩고: 살인자의 이야기,블루스 인 인디아,데들리 스토커,광대 케인,펠리니를 찾아서,드래곤 기사단,알 카포네 스카페이스의 전설,블러드 골드: 트레저 헌터,룸 이스케이프,삼생삼세 십리도화,스트롱홀드: 최후의 전사,언노운 솔저,언더 파이어,에피쿠엔 잔혹사,파이브 핑거스,페인리스,적 그리스도의 날,죽음의 리무진,마차 타고 고래고래,헤븐허스트,우리 선생님을 고발합니다,유어 뷰티풀,더 베일,섹시 레이디: 나랑 한판 할래?,뱅크 잡: 리뎀션,얼라이브,중년 부부의 섹스 교육,언니들의 속사정: 탐욕의 길,노리코의 은밀한 사생활,젊은 여형사의 섹스수사,리나의 좋은 가슴,익스트림 타겟,완벽한 사육: 인간 사냥,인시던트,감당이 안되는 욕정녀,더 메리: 잃어버린 영혼,맞바람 부부의 고백,위험한 섹스: 아야노의 불륜,미망인의 참을 수 없는 욕정,뜨거운 정사 - 미나 이야기,욕망의 젊은 도우미,저주받은 집,미친 줄리아,라이즈 오브 더 레전드: 황비홍,쓰리 썸머 나잇,살인 질주,마이너클럽,힐링메이트,미녀 파이터 : 그녀들의 전쟁,퍼즐,데드 스노우 2,플라이트 엑시던트,강력 범죄,다크 바이 눈,미저리: 엘리베이터 여자,악령의 땅,라그나로크,히든 스나이퍼,야관문: 욕망의 꽃,생존자들,아마조니아,콘돌은 날아간다,생생활활,남몰래 즐긴 섹스,일급 살인,검정 스타킹: 맛있는 속살,두 여자의 미친 섹스,미친 섹스"
7,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,"제작사,배급사,수입사,해외세일즈사",공유진,"동감,범죄도시2,강릉,유체이탈자,나는 나를 해고하지 않는다,조제,다시 만난 날들,테우리,죽도 서핑 다이어리,악인전,멀리가지마라,사범,다시, 봄,출국,늦여름,어둔 밤,누에치던 방"
8,20229221,레드펀트,REDPHANT,제작사,김새봄,작은새와 돼지씨
